header.poType,header.purchaseOrderNumber,header.receivedDate,header.sellerContactInfo.companyName,header.status,header.totalAmountDue
Standard,GQA10000519,Thu Feb 18 11:53:02 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000619,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000620,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000621,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000622,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000623,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000624,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000625,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000626,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000627,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000628,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000629,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000630,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000631,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000632,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000633,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000634,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000635,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000636,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000637,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000638,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000639,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000640,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000641,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000642,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000643,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000644,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000645,Thu Feb 18 21:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000646,Thu Feb 18 22:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000647,Thu Feb 18 22:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000648,Thu Feb 18 22:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000649,Thu Feb 18 22:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000650,Thu Feb 18 22:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000651,Thu Feb 18 22:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000652,Thu Feb 18 22:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000653,Thu Feb 18 22:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000654,Thu Feb 18 22:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000655,Thu Feb 18 22:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000656,Fri Feb 19 03:01:24 EST 2016,Luxelite LLC1,CLOSED,90.0
Standard,GQA10000657,Fri Feb 19 03:02:52 EST 2016,Luxelite LLC1,RECEIVED,90.0
Standard,GQA10000658,Fri Feb 19 03:04:19 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000659,Fri Feb 19 03:04:41 EST 2016,Luxelite LLC1,CANCELED,90.0
Standard,GQA10000660,Fri Feb 19 03:04:58 EST 2016,Luxelite LLC1,CANCELED,90.0
Standard,GQA10001373,Mon Apr 04 01:38:56 EDT 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000765,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000663,Fri Feb 19 12:33:41 EST 2016,Luxelite LLC,RECEIVED,271.0
Standard,GQA10000664,Fri Feb 19 12:34:33 EST 2016,Luxelite LLC,CLOSED,271.0
Standard,GQA10000665,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000666,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000667,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000668,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000669,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000670,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000671,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000672,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000673,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000674,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000675,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000676,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000677,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000678,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000679,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000680,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000681,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000682,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000683,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000684,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000685,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000686,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000687,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000688,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000689,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000690,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000691,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000692,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000693,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000694,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000695,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000696,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000697,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000698,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000699,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000700,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000701,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000702,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000703,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000704,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000705,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000706,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000707,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000708,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000709,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000710,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000711,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000712,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000713,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000714,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000715,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000716,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000717,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000718,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000719,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000720,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000721,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000722,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000723,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000724,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000725,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000726,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000727,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000728,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000729,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000730,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000731,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000732,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000733,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000734,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000735,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000736,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000737,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000738,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000739,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000740,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000741,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000742,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000743,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000744,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000745,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000746,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000747,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000748,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000749,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000750,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000751,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000752,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000753,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000754,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000755,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000756,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000757,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000758,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000759,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000760,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000761,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000762,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000763,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000764,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000662,Fri Feb 19 03:07:43 EST 2016,Luxelite LLC1,RECEIVED,90.0
Standard,GQA10000766,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000767,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000768,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000769,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000770,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000771,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000772,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000773,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000774,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000775,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000776,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000777,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000778,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000779,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000780,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000781,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000782,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000783,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000784,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000785,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000786,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000787,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000788,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000789,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000790,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000791,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000792,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000793,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000794,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000795,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000796,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000797,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000798,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000799,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000800,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000801,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000802,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000803,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000804,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000805,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000806,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000807,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000808,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000809,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000810,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000811,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000812,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000813,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000814,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000815,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000816,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000817,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000818,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000819,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000820,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000821,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000822,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000823,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000824,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000825,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000826,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000827,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000828,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000829,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000830,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000831,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000832,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000833,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000834,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000835,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000836,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000837,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000838,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000839,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000840,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000841,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000842,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000843,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000844,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000845,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000846,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000847,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000848,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000849,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000850,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000851,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000852,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000853,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000854,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000855,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000856,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000857,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000858,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000859,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000860,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000861,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000862,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000863,Fri Feb 19 20:02:08 EST 2016,Luxelite LLC,RECEIVED,44.0
Standard,GQA10000864,Mon Feb 22 03:27:29 EST 2016,Skorpios Leathergoods,RECEIVED,200.0
Standard,GQA10000865,Mon Feb 22 08:50:32 EST 2016,Luxelite LLC,OPEN,90.0
Standard,GQA10000866,Mon Feb 22 08:54:28 EST 2016,Skorpios Leathergoods (Euro),CANCELED,0.0
Standard,GQA10000870,Tue Feb 23 01:49:53 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000867,Mon Feb 22 10:56:09 EST 2016,Skorpios Leathergoods (Euro),CANCELED,0.0
Standard,GQA10000868,Tue Feb 23 01:39:40 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000869,Tue Feb 23 01:47:49 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000871,Tue Feb 23 01:51:05 EST 2016,Luxelite LLC1,CANCELED,271.0
Standard,GQA10000872,Tue Feb 23 01:53:05 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000873,Tue Feb 23 01:55:19 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000874,Tue Feb 23 01:56:41 EST 2016,Luxelite LLC1,CANCELED,153.0
Standard,GQA10000877,Tue Feb 23 02:11:26 EST 2016,Luxelite LLC1,RECEIVED,0.0
Standard,GQA10000875,Tue Feb 23 01:58:07 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000876,Tue Feb 23 02:08:56 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000878,Tue Feb 23 02:14:15 EST 2016,Luxelite LLC1,OPEN,0.0
Standard,GQA10000879,Tue Feb 23 02:15:35 EST 2016,Luxelite LLC1,OPEN,0.0
Standard,GQA10000880,Tue Feb 23 02:17:33 EST 2016,Luxelite LLC1,OPEN,137.0
Standard,GQA10000882,Tue Feb 23 02:22:08 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000888,Tue Feb 23 06:21:22 EST 2016,Luxelite LLC,RECEIVED,90.0
Standard,GQA10000885,Tue Feb 23 02:27:36 EST 2016,Luxelite LLC1,CANCELED,0.0
Standard,GQA10000886,Tue Feb 23 02:33:48 EST 2016,Luxelite LLC1,OPEN,181.0
